 1.000000e+00  1.570790e+00 
 1.023060e+00  1.570790e+00 
 1.046651e+00  1.570790e+00 
 1.070787e+00  1.570790e+00 
 1.095479e+00  1.570789e+00 
 1.120740e+00  1.570789e+00 
 1.146584e+00  1.570789e+00 
 1.173024e+00  1.570789e+00 
 1.200074e+00  1.570789e+00 
 1.227747e+00  1.570789e+00 
 1.256059e+00  1.570788e+00 
 1.285023e+00  1.570788e+00 
 1.314655e+00  1.570788e+00 
 1.344971e+00  1.570788e+00 
 1.375986e+00  1.570788e+00 
 1.407715e+00  1.570787e+00 
 1.440177e+00  1.570787e+00 
 1.473387e+00  1.570787e+00 
 1.507363e+00  1.570787e+00 
 1.542122e+00  1.570787e+00 
 1.577683e+00  1.570786e+00 
 1.614064e+00  1.570786e+00 
 1.651284e+00  1.570786e+00 
 1.689362e+00  1.570786e+00 
 1.728318e+00  1.570785e+00 
 1.768173e+00  1.570785e+00 
 1.808947e+00  1.570785e+00 
 1.850660e+00  1.570785e+00 
 1.893336e+00  1.570784e+00 
 1.936996e+00  1.570784e+00 
 1.981663e+00  1.570784e+00 
 2.027359e+00  1.570784e+00 
 2.074110e+00  1.570783e+00 
 2.121938e+00  1.570783e+00 
 2.170869e+00  1.570783e+00 
 2.220929e+00  1.570782e+00 
 2.272143e+00  1.570782e+00 
 2.324538e+00  1.570782e+00 
 2.378141e+00  1.570781e+00 
 2.432980e+00  1.570781e+00 
 2.489084e+00  1.570781e+00 
 2.546482e+00  1.570780e+00 
 2.605203e+00  1.570780e+00 
 2.665278e+00  1.570780e+00 
 2.726739e+00  1.570779e+00 
 2.789617e+00  1.570779e+00 
 2.853945e+00  1.570778e+00 
 2.919756e+00  1.570778e+00 
 2.987085e+00  1.570778e+00 
 3.055966e+00  1.570777e+00 
 3.126436e+00  1.570777e+00 
 3.198530e+00  1.570776e+00 
 3.272288e+00  1.570776e+00 
 3.347746e+00  1.570775e+00 
 3.424944e+00  1.570775e+00 
 3.503922e+00  1.570774e+00 
 3.584722e+00  1.570774e+00 
 3.667384e+00  1.570773e+00 
 3.751953e+00  1.570773e+00 
 3.838472e+00  1.570772e+00 
 3.926986e+00  1.570772e+00 
 4.017542e+00  1.570771e+00 
 4.110185e+00  1.570771e+00 
 4.204965e+00  1.570770e+00 
 4.301930e+00  1.570769e+00 
 4.401132e+00  1.570769e+00 
 4.502621e+00  1.570768e+00 
 4.606450e+00  1.570767e+00 
 4.712673e+00  1.570767e+00 
 4.821346e+00  1.570766e+00 
 4.932525e+00  1.570765e+00 
 5.046268e+00  1.570765e+00 
 5.162633e+00  1.570764e+00 
 5.281682e+00  1.570763e+00 
 5.403477e+00  1.570762e+00 
 5.528079e+00  1.570762e+00 
 5.655555e+00  1.570761e+00 
 5.785971e+00  1.570760e+00 
 5.919394e+00  1.570759e+00 
 6.055893e+00  1.570758e+00 
 6.195541e+00  1.570757e+00 
 6.338408e+00  1.570757e+00 
 6.484570e+00  1.570756e+00 
 6.634103e+00  1.570755e+00 
 6.787083e+00  1.570754e+00 
 6.943591e+00  1.570753e+00 
 7.103709e+00  1.570752e+00 
 7.267518e+00  1.570751e+00 
 7.435105e+00  1.570750e+00 
 7.606557e+00  1.570749e+00 
 7.781962e+00  1.570747e+00 
 7.961412e+00  1.570746e+00 
 8.145000e+00  1.570745e+00 
 8.332822e+00  1.570744e+00 
 8.524974e+00  1.570743e+00 
 8.721558e+00  1.570742e+00 
 8.922674e+00  1.570740e+00 
 9.128429e+00  1.570739e+00 
 9.338928e+00  1.570738e+00 
 9.554281e+00  1.570736e+00 
 9.774600e+00  1.570735e+00 
 1.000000e+01  1.570733e+00 
 1.023060e+01  1.570732e+00 
 1.046651e+01  1.570731e+00 
 1.070787e+01  1.570729e+00 
 1.095479e+01  1.570727e+00 
 1.120740e+01  1.570726e+00 
 1.146584e+01  1.570724e+00 
 1.173024e+01  1.570723e+00 
 1.200074e+01  1.570721e+00 
 1.227747e+01  1.570719e+00 
 1.256059e+01  1.570717e+00 
 1.285023e+01  1.570716e+00 
 1.314655e+01  1.570714e+00 
 1.344971e+01  1.570712e+00 
 1.375986e+01  1.570710e+00 
 1.407715e+01  1.570708e+00 
 1.440177e+01  1.570706e+00 
 1.473387e+01  1.570704e+00 
 1.507363e+01  1.570702e+00 
 1.542122e+01  1.570699e+00 
 1.577683e+01  1.570697e+00 
 1.614064e+01  1.570695e+00 
 1.651284e+01  1.570693e+00 
 1.689362e+01  1.570690e+00 
 1.728318e+01  1.570688e+00 
 1.768173e+01  1.570685e+00 
 1.808947e+01  1.570683e+00 
 1.850660e+01  1.570680e+00 
 1.893336e+01  1.570677e+00 
 1.936996e+01  1.570675e+00 
 1.981663e+01  1.570672e+00 
 2.027359e+01  1.570669e+00 
 2.074110e+01  1.570666e+00 
 2.121938e+01  1.570663e+00 
 2.170869e+01  1.570660e+00 
 2.220929e+01  1.570657e+00 
 2.272143e+01  1.570654e+00 
 2.324538e+01  1.570650e+00 
 2.378141e+01  1.570647e+00 
 2.432980e+01  1.570643e+00 
 2.489084e+01  1.570640e+00 
 2.546482e+01  1.570636e+00 
 2.605203e+01  1.570633e+00 
 2.665278e+01  1.570629e+00 
